ID,Address,Suburb,Price,Type,Date,Rooms,Bathroom,Car,Landsize,Age,Latitude,Longitude,train_station_id,distance_to_train_station,travel_min_to_CBD,over_priced?,crime_A_average,crime_B_average,crime_C_average,closest_primary_school,distance_to_closest_primary,primary_school_ranking,closest_secondary_school,distance_to_closest_secondary,secondary_school_ranking
ID547210244,34 Ernest St,SUNSHINE,890000.0,h,2016-11-12,4,1.0,2.0,668.0,89.0,-37.7796,144.845,20021,1458.3710265740992,10.073170731707316,True,300.4583333333333,919.8235294117648,195.55555555555554,St Bernadette's School,1270.9628157073034,230,Braybrook College,268.6516824359754,139
ID386364637,55 Warburton Rd,CANTERBURY,1385000.0,h,2016-06-18,3,1.0,1.0,444.0,109.0,-37.826,145.0734,19892,458.2285774641309,17.941176470588236,True,462.9583333333333,3343.0588235294117,509.8333333333333,Canterbury Primary School,1019.4143460243243,43,Camberwell High School,464.87316170797607,112
ID604499774,112 McIlwraith St,PRINCES HILL,1625000.0,h,2017-09-16,2,1.0,1.0,253.0,129.0,-37.78243,144.96871000000004,19969,1208.0961491145438,4.666666666666667,True,19.533333333333335,46.666666666666664,8.777777777777779,Brunswick South Primary School,534.1738445183236,448,Sydney Road Community School,1540.2162839319064,447
ID323329418,4/62 Moonya Rd,CARNEGIE,625000.0,u,2016-11-07,2,1.0,1.0,78.0,29.0,-37.8967,145.0627,19919,832.1429556090094,18.73846153846154,True,462.9583333333333,3343.0588235294117,509.8333333333333,St Patrick's School,608.2059975052375,346,McKinnon Secondary College,2127.0490529528697,48
ID523596587,12 Clifton St,BALWYN NORTH,1720000.0,h,2017-03-18,4,3.0,2.0,869.0,69.0,-37.8002,145.0999,19896,2196.77802696465,23.705882352941178,False,125.08695652173913,839.375,108.0,Greythorn Primary School,372.24949294972305,93,Koonung Secondary College,1569.1123674046266,94
ID631095448,54 Ardoyne St,SUNSHINE,940000.0,h,2017-05-06,3,2.0,2.0,572.0,69.0,-37.7966,144.8256,20021,1102.5584469425992,10.073170731707316,False,316.5416666666667,1022.8125,237.66666666666666,St Peter's School,666.9717480690356,345,Sunshine College,761.2945837414062,233
ID262826214,5 Tuxen Ct,BRIGHTON EAST,1655000.0,h,2016-11-27,5,2.0,2.0,679.0,69.0,-37.9291,145.0283,19938,767.9709674267087,21.288888888888888,True,343.0416666666667,1929.3125,260.0,Bentleigh West Primary School,957.375780985546,31,Brighton Secondary College,1281.085049226121,213
ID780208399,3 Kirby Ct,FERNTREE GULLY,875000.0,h,2017-08-19,4,3.0,4.0,793.0,39.0,-37.88793,145.27561,19868,1859.8410176532711,42.46153846153846,False,13.0,21.071428571428573,8.142857142857142,Mountain Gate Primary School,575.4660586080363,164,St Joseph's College,1735.1701700521446,126
ID457337147,11 Findon St,MALVERN EAST,1036000.0,h,2016-12-03,2,1.0,1.0,310.0,109.0,-37.8717,145.0399,19943,681.3490152751447,14.67881548974943,True,87.14285714285714,348.73333333333335,76.0,Malvern Primary School,127.28102145201694,122,Oakwood School,563.6163598975278,565
ID594772133,5/652 Barkly St,WEST FOOTSCRAY,456000.0,u,2016-05-28,2,1.0,1.0,0.0,44.0,-37.7966,144.8716,20022,816.4912870515305,5.4,False,36.59090909090909,147.2,42.77777777777778,Footscray West Primary School,375.84576430552903,399,Footscray City College,2065.3961767404776,166
ID256084673,527 Kings Rd,TAYLORS LAKES,790500.0,h,2017-06-03,3,2.0,2.0,808.0,14.0,-37.6943,144.78187,20000,1018.1137203939456,15.0,False,71.80952380952381,332.53333333333336,39.55555555555556,Emmaus Catholic Primary School,1079.393195964475,464,Copperfield College,2921.9449315506504,302
ID760695323,81 Erin St,RICHMOND,1260000.0,h,2016-09-03,3,1.0,0.0,203.0,119.0,-37.8166,144.9945,19978,327.11841465990403,2.8065843621399176,True,117.80952380952381,378.06666666666666,47.8,Richmond West Primary School,348.41634829102543,452,Lynall Hall Community School,682.2729848601058,559
ID330088714,44 Morley St,GLENROY,825000.0,h,2016-07-30,4,2.0,4.0,768.0,49.0,-37.6979,144.9377,19961,1890.4467222235446,8.5,False,210.45833333333334,1676.0,169.77777777777777,Glenroy Central Primary School,1321.9863910392626,422,Glenroy Secondary College,1351.093545409317,511
ID261139257,68A Emo Rd,MALVERN EAST,1625000.0,h,2017-03-18,3,2.0,1.0,87.0,29.0,-37.8769,145.05200000000005,19943,834.8735531056305,14.67881548974943,True,102.47619047619048,352.6,106.22222222222223,St Mary's School,439.89658260071616,159,Glen Eira College,1572.0461431561735,215
ID165608645,8/705 Park St,BRUNSWICK,601000.0,u,2017-03-18,2,1.0,1.0,0.0,49.0,-37.7778,144.9594,19969,318.84830913875726,4.666666666666667,True,111.5,355.93333333333334,60.333333333333336,Brunswick South Primary School,1160.125943345099,448,Brunswick Secondary College,859.8451201630581,211
ID502936367,7 Celia St,BENTLEIGH EAST,986000.0,h,2017-04-08,3,1.0,3.0,337.0,69.0,-37.9331,145.0586,19937,1924.4844664426985,23.361702127659573,True,125.08695652173913,839.375,108.0,St Catherine's School,802.4563981573068,117,Bentleigh Secondary College,647.8899053844477,230
ID825573150,6 The Woodland,WHEELERS HILL,1678000.0,h,2017-09-03,4,2.0,2.0,943.0,49.0,-37.90306,145.18171,19873,3139.4960121124163,0.0,True,129.1304347826087,614.0,123.3,Wheelers Hill Primary School,483.9452138165416,28,Brentwood Secondary College,1406.4823010093032,168
ID163806325,36 Hatter St,OAKLEIGH,1225000.0,h,2016-11-27,3,1.0,2.0,528.0,89.0,-37.9066,145.088,19917,693.79437389511,22.016129032258064,True,112.33333333333333,1305.9333333333334,130.9090909090909,Sacred Heart School,538.9190010093756,66,Sacred Heart Girls' College,521.8253057093585,93
ID354250745,16 Nelson St,PORT MELBOURNE,1520000.0,h,2017-02-25,3,2.0,1.0,0.0,3.0,-37.8363,144.9336,22180,2575.114245969951,0.0,False,92.0,1027.4375,111.66666666666667,Port Melbourne Primary School,110.45199605866141,325,Albert Park College,1535.4003124789672,131
ID377951224,13 Cumquat Ct,CRANBOURNE NORTH,500000.0,h,2017-07-29,4,2.0,0.0,579.0,29.0,-38.07202,145.27369,19887,1182.9443322461257,48.45454545454545,False,50.857142857142854,148.26666666666668,23.4,St Therese's School,812.7783903271019,387,Lyndhurst Secondary College,441.3746061632633,389
ID118599131,1/65 Keon Pde,RESERVOIR,500000.0,u,2016-11-12,3,1.0,1.0,359.0,59.0,-37.6957,145.0161,20008,382.6884946021004,14.052631578947368,False,117.80952380952381,378.06666666666666,47.8,Thomastown East Primary School,1878.8381134343977,20,Thomastown Secondary College,2265.099031057575,489
ID281346917,42 Kingsley Rd,RESERVOIR,815000.0,h,2016-07-26,3,1.0,2.0,550.0,54.0,-37.7208,144.9887,20011,1500.5026410940477,11.806896551724138,False,117.80952380952381,378.06666666666666,47.8,St Raphael's School,1520.0564867178139,349,Mercy College,2378.7097054095434,349
ID287731838,2/59 Smith St,BRUNSWICK WEST,573000.0,h,2017-07-01,2,1.0,1.0,0.0,49.0,-37.76732,144.94098,19968,1637.9156986918335,4.866666666666666,False,117.66666666666667,1162.6,191.88888888888889,Brunswick South West Primary School,425.81935408592597,316,Brunswick Secondary College,1297.2556748894092,211
ID745603264,15 Stanley St,GLENROY,980000.0,h,2017-03-04,3,2.0,3.0,1029.0,69.0,-37.7115,144.9147,20032,806.3284022290104,10.928571428571429,False,230.20833333333334,1620.8235294117646,177.77777777777777,Glenroy Central Primary School,1214.6627875219292,422,Glenroy Secondary College,1180.9612627352328,511
ID828913157,1 millgrove St,SCORESBY,890000.0,h,2017-08-26,3,1.0,2.0,724.0,39.0,-37.88953,145.22056,19873,5259.624952186329,0.0,False,17.133333333333333,32.266666666666666,6.777777777777778,Scoresby Primary School,783.5096538960624,450,Scoresby Secondary College,1377.5498196035614,330
ID165682450,12 McLean Ct,WANTIRNA SOUTH,1440000.0,h,2017-09-16,4,3.0,6.0,717.0,34.0,-37.87831,145.24575,19869,3934.2489709308416,40.76923076923077,False,18.5,38.13333333333333,6.333333333333333,Knox Park Primary School,772.6041217030464,462,Fairhills High School,1298.2094123202123,406
ID897199905,2/10 Matthews Rd,BENTLEIGH EAST,485000.0,u,2016-05-22,2,2.0,2.0,0.0,8.0,-37.9292,145.0708,19937,3045.1595639076477,23.361702127659573,False,120.73913043478261,881.5,102.88888888888889,St Peter's School,685.3373756287609,345,Bentleigh Secondary College,987.5729211522643,230
ID879976260,581 Waterdale Rd,HEIDELBERG WEST,532000.0,h,2017-05-27,2,2.0,1.0,220.0,69.0,-37.73549000000001,145.0487,19936,1741.7022060149964,15.83448275862069,False,153.08695652173913,1704.7333333333333,324.8888888888889,Rosanna Primary School,1250.0477699454846,367,Reservoir High School,2224.040845197623,346
ID256678704,5 Barmah Gra,GREENVALE,715000.0,h,2017-06-24,4,2.0,2.0,680.0,8.0,-37.61236,144.90753,20029,3362.027455044676,11.75,False,80.84210526315789,223.93333333333334,58.55555555555556,St Dominic's School,8216.769428777505,82,Kolbe Catholic College,371.23612643238766,430
ID266865044,313/163 Cremorne St,CREMORNE,415000.0,u,2017-03-18,1,1.0,1.0,0.0,119.0,-37.8301,144.9904,19908,671.0663438327077,6.748259860788863,True,128.7826086956522,403.1875,70.66666666666667,Richmond Primary School,764.8716124181367,260,Melbourne High School,864.713085613961,2
ID838892392,4 Blanche Ct,COBURG NORTH,690000.0,h,2017-06-03,3,1.0,2.0,479.0,39.0,-37.73251,144.98178,19964,1671.1886903057982,6.65,False,137.20833333333334,1183.2,166.0,St Raphael's School,970.8159780773276,349,Coburg High School,1206.6995551761006,79
ID532739428,7 Wilks St,CAULFIELD NORTH,1520000.0,h,2017-06-24,3,2.0,2.0,426.0,13.0,-37.86323,145.01428,19945,875.1291798566122,12.609375,True,199.16666666666666,1246.5625,144.54545454545453,Caulfield Junior College,1177.5018988692061,226,Oakwood School,2118.4680296276288,565
ID563215720,31 Elizabeth St,COBURG,820000.0,h,2016-12-10,2,1.0,1.0,597.0,59.0,-37.7402,144.9807,19965,1547.0207965588597,6.25,False,133.91666666666666,1156.7333333333333,139.88888888888889,St Bernard's School,1068.2738421316317,479,Coburg High School,697.6499269713319,79
ID822448567,8/33 McIntyre St,BURWOOD,746000.0,u,2016-09-17,3,1.0,2.0,308.0,24.0,-37.8505,145.1065,19849,2287.4124099957603,21.5,True,79.0,329.6875,48.1,Wattle Park Primary School,1187.686420094202,89,Ashwood High School,1586.1372054463068,241
ID827595578,1/65 Thackeray Rd,RESERVOIR,470000.0,u,2017-06-24,2,1.0,1.0,73.0,69.0,-37.72128,145.00995,20010,554.1027034266316,10.725714285714286,False,126.42857142857143,380.2,68.3,Preston Primary School,1032.1736715017382,250,Reservoir High School,1748.7427431326373,346
ID776113125,4 Trent Ct,KEILOR EAST,1010000.0,h,2016-05-14,4,2.0,2.0,776.0,39.0,-37.7502,144.8745,20037,3726.531537292866,7.285714285714286,False,79.38095238095238,225.8,53.55555555555556,St Peter's School,1484.228843295902,345,St Bernard's College,771.0166275360658,130
ID585928734,4/6 May St,ELWOOD,750000.0,u,2016-12-03,2,1.0,1.0,0.0,89.0,-37.8791,144.9923,19955,439.26649993144156,12.88888888888889,True,195.83333333333334,1779.0666666666666,147.3,Elwood Primary School,437.34161722558076,309,Elwood College,719.2350290993256,175
ID824842880,113 Grange Rd,TOORAK,2800000.0,h,2017-07-01,6,2.0,2.0,581.0,3.0,-37.83195,145.01215,19906,634.0304964825167,7.6923076923076925,False,88.22727272727273,504.94117647058823,66.8,Richmond Primary School,1179.863576830617,260,Melbourne High School,1576.6642280474498,2
ID948320806,3/36 Myrtle Gr,RESERVOIR,450000.0,u,2016-11-07,2,1.0,1.0,95.0,15.0,-37.7283,144.9991,20011,323.5456159376618,11.806896551724138,False,117.80952380952381,378.06666666666666,47.8,St Raphael's School,861.2362126819737,349,Coburg High School,2695.572500729557,79
ID591210070,6 Archibald St,BOX HILL,4000000.0,h,2016-06-18,3,1.0,2.0,763.0,74.0,-37.8166,145.1215,20042,291.9018496247822,23.25563909774436,True,343.0416666666667,1929.3125,260.0,St Francis Xavier's School,903.6914441566016,376,Our Lady of Sion College,765.4000025464474,69
ID701423195,9 Derby St,CAMBERWELL,2250000.0,h,2016-08-28,5,5.0,1.0,639.0,9.0,-37.8303,145.0668,19852,283.9304739448089,15.6,False,462.9583333333333,3343.0588235294117,509.8333333333333,Camberwell Primary School,813.9551408061122,35,Camberwell High School,529.636689915479,112
ID464161283,10 Anselm Gr,GLENROY,703000.0,h,2016-09-17,3,1.0,4.0,704.0,59.0,-37.7021,144.9136,20032,418.59684911659303,10.928571428571429,False,210.45833333333334,1676.0,169.77777777777777,Glenroy Central Primary School,1036.0051055451909,422,Glenroy Secondary College,1044.5711066416702,511
ID974132848,18 Viewgrand Dr,BERWICK,975000.0,h,2017-09-03,4,3.0,2.0,675.0,14.0,-38.06508,145.35416999999995,19882,1898.5176754795682,58.416666666666664,False,12.642857142857142,26.571428571428573,2.6666666666666665,Brentwood Park Primary School,1458.835478704684,168,Kambrya College,1399.6937558463828,253
ID143543729,14 Delhi St,BENTLEIGH,1410000.0,h,2017-09-23,4,3.0,4.0,623.0,69.0,-37.92588,145.04808,19938,1110.2422128914468,21.288888888888888,True,125.08695652173913,839.375,108.0,St Paul's School,672.9564950210411,211,Bentleigh Secondary College,1041.9732807309329,230
ID493971005,15 Freame St,YARRAVILLE,1196000.0,h,2017-04-08,2,1.0,2.0,451.0,79.0,-37.8178,144.8752,19996,1313.6981142362947,5.482758620689655,True,111.5,355.93333333333334,60.333333333333336,Wembley Primary School,366.7980703378794,222,Gilmore College For Girls,2707.7005405279037,387
ID295117417,3/50 Airlie Rd,MONTMORENCY,960000.0,t,2017-05-27,3,2.0,2.0,397.0,16.0,-37.72331,145.11909,19986,917.2832280493001,27.555555555555557,True,183.875,1454.9375,194.91666666666666,Montmorency Primary School,667.4546305430956,360,Eltham High School,1996.9117938346005,279
ID229669478,32 Sweetland Rd,BOX HILL,910000.0,h,2017-05-13,3,1.0,2.0,414.0,5.0,-37.8247,145.1359,19897,607.2329445585538,25.746835443037973,False,362.1666666666667,2108.0625,314.0,Laburnum Primary School,394.7872236211297,107,Box Hill High School,535.3569257182954,56
ID198732881,2A Hillcrest Av,BRIGHTON,1850000.0,h,2017-08-19,4,3.0,3.0,421.0,19.0,-37.90542,145.00603999999996,19952,307.4755012982707,16.22222222222222,False,362.1666666666667,2108.0625,314.0,Gardenvale Primary School,794.2605298176385,138,Star of the Sea College,1263.5157370877216,54
ID815934976,39 Taylor St,MOONEE PONDS,1225000.0,h,2017-08-12,3,2.0,2.0,674.0,99.0,-37.76389,144.9185,20038,210.4176323716343,6.338983050847458,False,49.473684210526315,102.25,21.88888888888889,St Monica's Primary School,625.3885126755256,484,St Columba's College,831.5850447532861,85
ID842399452,18 Fydler Av,BURNSIDE,580000.0,h,2017-08-26,3,2.0,2.0,461.0,19.0,-37.74518,144.74708,52011,2572.575612848317,17.376470588235293,False,43.095238095238095,77.93333333333334,34.3,Kororoit Creek Primary School,1308.569904312288,149,Lakeview Senior College,1686.4760132275424,297
ID519586969,5/322 Buckley St,ESSENDON,460000.0,u,2016-05-14,2,1.0,1.0,0.0,59.0,-37.7545,144.8964,20037,1750.5053191663562,7.285714285714286,False,143.04166666666666,1283.5625,102.45454545454545,Our Lady of the Nativity School,206.21888099514882,373,Ave Maria College,273.01001498603244,111
ID790021798,7 Colclough Ct,STRATHMORE,960000.0,h,2016-06-27,5,3.0,2.0,387.0,19.0,-37.7225,144.9055,20033,1498.6874131983625,10.321428571428571,False,121.0909090909091,439.2,60.44444444444444,Strathmore North Primary School,959.1699820869687,145,Strathmore Secondary College,2460.1635505426466,133
ID469687608,32 Ailsa Gr,IVANHOE,1850000.0,h,2017-03-18,3,2.0,2.0,684.0,19.0,-37.7659,145.0392,19933,641.3744002122971,12.52760736196319,True,19.785714285714285,52.0,11.0,Ivanhoe Primary School,340.96435732872925,100,Thornbury High School,1615.91589319948,209
ID236605142,1/3 Greig Ct,ELWOOD,635000.0,u,2017-07-22,2,1.0,1.0,371.0,10.0,-37.87872,144.98894,19955,635.7516990920356,12.88888888888889,True,208.25,1866.7333333333333,156.9,Elwood Primary School,314.12175069893203,309,Elwood College,518.0739747654414,175
ID777226451,110/3 Hoddle St,COLLINGWOOD,415000.0,u,2016-11-07,1,1.0,1.0,3701.0,14.0,-37.809,144.9911,19977,198.48350948695145,3.3293172690763053,True,133.91666666666666,1156.7333333333333,139.88888888888889,Richmond West Primary School,656.7587195197788,452,Lynall Hall Community School,1286.6462450708377,559
ID778187047,57 Charles St,SEDDON,850000.0,h,2017-07-01,2,1.0,1.0,152.0,109.0,-37.80697,144.8928,19997,339.2701161800606,5.0,False,126.42857142857143,380.2,68.3,Footscray City Primary School,658.5537068841892,97,Gilmore College For Girls,895.2894121148865,387
ID486880087,44 Quarry Cct,COBURG,425000.0,u,2016-07-30,2,2.0,1.0,0.0,49.0,-37.7363,144.9723,19964,888.2944013900683,6.65,False,133.91666666666666,1156.7333333333333,139.88888888888889,St Paul's School,488.63382940286573,211,Coburg High School,491.7689881472196,79
ID237833607,9 Sussex St,BRIGHTON,4700000.0,h,2016-11-12,5,3.0,2.0,1073.0,8.0,-37.918,144.9911,19951,556.9716705077807,17.555555555555557,True,343.0416666666667,1929.3125,260.0,St Joan of Arc School,356.1719445704975,95,Star of the Sea College,2419.264124270902,54
ID604130023,76 Kenmare St,WATSONIA,650000.0,h,2017-08-26,2,1.0,1.0,210.0,13.0,-37.70657,145.07878,19984,658.4232005466935,19.68503937007874,False,46.94444444444444,104.86666666666666,22.6,Watsonia North Primary School,704.0482531291898,440,Loyola College,392.8476944034019,206
ID418622682,17a Edinburgh St,BENTLEIGH EAST,830000.0,t,2016-06-04,3,2.0,2.0,292.0,7.0,-37.9168,145.069,19917,2493.9547884219614,22.016129032258064,True,120.73913043478261,881.5,102.88888888888889,Coatesville Primary School,546.7576835220287,271,Bentleigh Secondary College,1426.175538551293,230
ID440818609,5 Echo Av,TARNEIT,496000.0,h,2017-07-08,4,2.0,2.0,448.0,11.0,-37.84688,144.68182,47648,1991.7201521955478,20.64406779661017,False,201.72727272727272,824.75,150.6,Cambridge Primary School,2345.611437680389,494,Tarneit Senior College,1510.8123249348776,472
ID740681970,6 Chester St,GLEN IRIS,1360000.0,h,2016-06-04,3,2.0,1.0,704.0,79.0,-37.852,145.0942,19849,1204.1849060771012,21.5,False,240.45833333333334,1683.625,169.1818181818182,Hartwell Primary School,961.9215159659283,78,Ashwood High School,1608.770120790887,241
ID174422480,1 Kingswood Av,MOUNT WAVERLEY,1150000.0,h,2017-07-08,3,2.0,3.0,650.0,12.0,-37.89469,145.12363,19875,2198.0830440086984,0.0,True,183.875,1454.9375,194.91666666666666,Mount Waverley Heights Primary School,1214.1122778515285,96,John Monash Science School,2219.024824899802,59
ID727743559,4/60 Henty St,RESERVOIR,380000.0,u,2016-10-08,2,1.0,1.0,149.0,39.0,-37.7177,144.9917,20010,1349.943909912591,10.725714285714286,False,117.80952380952381,378.06666666666666,47.8,St Raphael's School,1827.1859078711805,349,Mercy College,2776.2324789448476,349
ID452045394,18 Stewart St,YARRAVILLE,1455000.0,h,2017-09-23,3,2.0,2.0,351.0,109.0,-37.81111,144.88759,19996,566.5160868128678,5.482758620689655,True,111.5,355.93333333333334,60.333333333333336,Yarraville West Primary School,449.26686557463034,105,Gilmore College For Girls,1483.1450269803224,387
ID564616291,19 Victor Cr,FOREST HILL,1011000.0,h,2017-07-22,3,1.0,1.0,590.0,59.0,-37.84308,145.168,19899,2574.377298704607,28.78787878787879,True,250.83333333333334,1550.8666666666666,286.72727272727275,Burwood Heights Primary School,582.9043301616915,98,Forest Hill College,712.4544270843298,409
ID196205527,3/48 Deakin St,ESSENDON,700000.0,u,2017-04-22,3,1.0,1.0,227.0,14.0,-37.7496,144.892,20037,2246.1317374460214,7.285714285714286,True,156.70833333333334,1480.2666666666667,132.1818181818182,Aberfeldie Primary School,804.6850720187124,227,Buckley Park College,577.0534589236701,123
ID539636294,11/74 Barkly St,ST KILDA,902000.0,u,2017-04-29,2,1.0,1.0,18.0,89.0,-37.8624,144.9823,19957,1109.6023697399544,10.222222222222221,True,176.5,1272.8,233.11111111111111,St Kilda Park Primary School,619.7886057524483,73,Elwood College,2232.061072372596,175
ID253056592,41 Patricia St,KEILOR EAST,1250000.0,h,2017-08-19,4,2.0,2.0,534.0,49.0,-37.74514,144.87313,20037,3979.1528865053915,7.285714285714286,False,84.52380952380952,237.93333333333334,59.111111111111114,St Peter's School,1211.1579100520873,345,Essendon Keilor College,675.4464783515467,460
ID129664517,50 Carlisle Rd,FERNTREE GULLY,1100000.0,h,2017-06-17,5,3.0,2.0,836.0,18.0,-37.8801,145.26011,19869,3055.1771338033636,40.76923076923077,False,13.0,21.071428571428573,8.142857142857142,Knox Park Primary School,859.944358422933,462,Fairhills High School,772.7478316492268,406
ID484634269,16 Marian St,HAWTHORN,3399000.0,h,2017-05-27,4,2.0,2.0,446.0,17.0,-37.82785,145.03816,19904,726.4947814347478,12.26086956521739,True,156.70833333333334,1480.2666666666667,132.1818181818182,St Joseph's School,371.75352734956533,113,Auburn High School,1470.3930821641366,167
ID942990521,6/57 Adams St,SOUTH YARRA,747500.0,u,2017-07-22,2,1.0,1.0,0.0,11.0,-37.83564000000001,144.97728999999995,19959,1359.7456845829536,8.563409563409563,True,155.625,728.625,134.3,Christ Church Grammar School,829.1669117927155,14,Melbourne High School,1590.090835054901,2
ID903377090,5/81 morang Rd,HAWTHORN,317500.0,u,2017-04-08,1,1.0,0.0,0.0,62.0,-37.826,145.0239,19905,472.90533876738544,11.56578947368421,False,156.70833333333334,1480.2666666666667,132.1818181818182,Hawthorn West Primary School,815.7453303995792,125,Lynall Hall Community School,2178.4464741583597,559
ID732298332,4/71 Rosanna Rd,HEIDELBERG,550000.0,t,2016-08-06,3,1.0,2.0,235.0,29.0,-37.7519,145.0696,19935,973.2180420409286,14.878980891719745,False,143.04166666666666,1283.5625,102.45454545454545,Heidelberg Primary School,350.17519742886935,109,Our Lady of Mercy College,694.2516181341618,90
ID524087924,203/140 Gipps St,EAST MELBOURNE,1935000.0,u,2016-07-16,2,2.0,2.0,0.0,9.0,-37.8127,144.9847,19979,429.2861835040177,2.5267379679144386,True,20.928571428571427,45.5625,11.0,Richmond West Primary School,975.9001087828815,452,Holmes Secondary College,1125.1796765626855,277
ID751372123,1/3 Boldrewood Pde,RESERVOIR,500000.0,h,2016-10-08,3,1.0,1.0,320.0,15.0,-37.7248,145.023,20010,1661.972034463497,10.725714285714286,False,117.80952380952381,378.06666666666666,47.8,Holy Name School,722.0791333531264,463,Reservoir High School,659.9554620731611,346
ID321374619,2/46 Wattle Valley Rd,CANTERBURY,1016000.0,u,2016-07-30,2,1.0,2.0,0.0,7.0,-37.8291,145.0826,19893,527.7583337805478,19.3125,True,462.9583333333333,3343.0588235294117,509.8333333333333,Canterbury Primary School,212.8278404377353,43,Camberwell High School,867.7172225215216,112
ID362113762,1109/800 Chapel St,SOUTH YARRA,857000.0,u,2017-07-01,2,2.0,2.0,0.0,19.0,-37.83613,144.99661,19959,455.4449654842782,8.563409563409563,False,155.625,728.625,134.3,Richmond Primary School,761.7818125449948,260,Melbourne High School,137.9714624238426,2
ID815353229,2/74 Daley St,GLENROY,555000.0,t,2016-12-03,3,2.0,2.0,244.0,59.0,-37.6969,144.9299,20031,1253.0720713907301,11.535714285714286,False,210.45833333333334,1676.0,169.77777777777777,Glenroy Central Primary School,926.0759191672444,422,Glenroy Secondary College,970.0160746559443,511
ID505376326,28 Lily St,SEDDON,1310000.0,h,2016-08-28,3,2.0,1.0,229.0,129.0,-37.8032,144.8892,20024,214.3048309313857,4.371428571428571,False,117.80952380952381,378.06666666666666,47.8,St John's School,892.4525907631307,489,Gilmore College For Girls,677.2181416434128,387
ID551929443,21 Taylors Rd,CROYDON,1120000.0,h,2017-07-08,4,2.0,2.0,864.0,11.0,-37.80718,145.28581,19878,1385.2604132054726,45.76923076923077,False,44.2,168.13333333333333,36.888888888888886,Dorset Primary School,323.3108419400144,434,Croydon Community School,1147.5410821404748,547
ID642216509,13 Anthony Cl,LOWER PLENTY,880000.0,h,2017-07-01,5,2.0,2.0,725.0,11.0,-37.72399,145.12069,19986,970.4912571018712,27.555555555555557,False,188.54166666666666,1214.6,184.55555555555554,Montmorency Primary School,710.0533252557483,360,Eltham High School,1852.7535856703564,279
